species_id	species_alt_id	species_name	representative_genome	gtdb_taxonomy	operational_taxonomy	count_hgm	count_ref	gut_species	new_species	cultured_species	high_quality	signalp_type
OTU-19486	272363	Sutterella HGM19486	SRS144537_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella	d__Bacteria;p__08;c__064;o__329;f__0616;g__1863;s__19486	2	0	Yes	Yes	No	Yes	gram-negative
OTU-11379	250568	Clostridia HGM11379	SRS1596868_145	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-314;g__CAG-1435	d__Bacteria;p__18;c__124;o__740;f__1450;g__6005;s__11379	18	0	Yes	Yes	No	Yes	gram-positive
OTU-11672	231287	Clostridium sp.	1896982.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp1	d__Bacteria;p__18;c__124;o__736;f__1442;g__5955;s__11672	10	2	Yes	No	No	Yes	gram-positive
OTU-01767	261592	Bifidobacterium sp.	SRS1596849_88	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	d__Bacteria;p__23;c__114;o__653;f__1260;g__5068;s__01767	554	29	Yes	No	Yes	Yes	gram-positive
OTU-14132	276898	Dialister HGM14132	SRS294929_57	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister	d__Bacteria;p__18;c__123;o__722;f__1410;g__5761;s__14132	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12170	259289	Lachnospiraceae sp.	SRS475589_7	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__	d__Bacteria;p__18;c__124;o__762;f__1519;g__6561;s__12170	57	1	Yes	No	No	Yes	gram-positive
OTU-12937	254353	Ruminococcus HGM12937	ERS235623_78	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii	d__Bacteria;p__18;c__124;o__751;f__1490;g__6254;s__12937	66	0	Yes	Yes	No	Yes	gram-positive
OTU-20614	254833	Proteus mirabilis	584.202	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus mirabilis	d__Bacteria;p__08;c__064;o__363;f__0707;g__2445;s__20614	27	83	Yes	No	Yes	Yes	gram-negative
OTU-05099	236273	Coprobacter HGM05099	SRS144506_86	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter	d__Bacteria;p__21;c__101;o__592;f__1142;g__4472;s__05099	4	0	Yes	Yes	No	Yes	gram-negative
OTU-12273	273224	Eisenbergiella HGM12273	SRS1719164_1	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	d__Bacteria;p__18;c__124;o__762;f__1519;g__6564;s__12273	7	0	Yes	Yes	No	Yes	gram-positive
OTU-23547	228990	Opitutales HGM23547	SRS476076_79	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312	d__Bacteria;p__20;c__093;o__528;f__1006;g__3752;s__23547	2	0	Yes	Yes	No	Yes	gram-negative
OTU-00344	242068	Methanobrevibacter smithii	ERS396508_65	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	d__Archaea;p__28;c__141;o__812;f__1615;g__7097;s__00344	151	13	Yes	No	Yes	Yes	archaea
OTU-13184	228002	Ruminiclostridium sp.	ERS608577_17	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Ruminiclostridium_C;s__	d__Bacteria;p__18;c__124;o__750;f__1481;g__6155;s__13184	44	1	Yes	No	No	Yes	gram-positive
OTU-20407	229177	Enterobacter cloacae	550.661	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae_A	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20407	1	34	Yes	No	Yes	Yes	gram-negative
OTU-12143	261132	Lachnospiraceae HGM12143	SRS476184_3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65	d__Bacteria;p__18;c__124;o__762;f__1519;g__6572;s__12143	30	0	Yes	Yes	No	Yes	gram-positive
OTU-12265	261610	Dorea formicigenerans	1263073.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	d__Bacteria;p__18;c__124;o__762;f__1517;g__6650;s__12265	20	7	Yes	No	Yes	Yes	gram-positive
OTU-04354	257399	Eggerthellaceae sp.	ERS396419_6	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	d__Bacteria;p__23;c__115;o__659;f__1277;g__5359;s__04354	3	1	Yes	No	No	Yes	gram-positive
OTU-12348	253417	Lachnospiraceae HGM12348	ERS608613_9	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	d__Bacteria;p__18;c__124;o__762;f__1517;g__6666;s__12348	3	0	Yes	Yes	No	Yes	gram-positive
OTU-09877	261437	Holdemanella sp.	ERS537348_30	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	d__Bacteria;p__01;c__014;o__046;f__0082;g__0288;s__09877	96	1	Yes	No	Yes	Yes	gram-positive
OTU-12211	250290	Clostridium clostridioforme	999410.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M clostridioformis	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12211	29	19	Yes	No	Yes	Yes	gram-positive
OTU-12194	262930	Clostridium HGM12194	SRS1596874_61	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12194	4	0	Yes	Yes	No	Yes	gram-positive
OTU-13068	239564	Oscillospiraceae sp.	SRS820601_58	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	d__Bacteria;p__18;c__124;o__750;f__1482;g__6166;s__13068	15	2	Yes	No	No	Yes	gram-positive
OTU-10800	255363	RF39 sp.	1262829.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-628;s__	d__Bacteria;p__01;c__014;o__047;f__0083;g__0302;s__10800	9	1	Yes	No	No	Yes	gram-positive
OTU-04355	258873	Eggerthellaceae HGM04355	ERS473410_63	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	d__Bacteria;p__23;c__115;o__659;f__1277;g__5358;s__04355	8	0	Yes	Yes	No	Yes	gram-positive
OTU-23548	260078	Opitutales sp.	1948728.3	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312	d__Bacteria;p__20;c__093;o__528;f__1006;g__3749;s__23548	8	3	Yes	No	No	Yes	gram-negative
OTU-14005	256602	Acidaminococcus sp.	SRS1596815_115	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__	d__Bacteria;p__18;c__123;o__722;f__1408;g__5746;s__14005	14	1	Yes	No	No	Yes	gram-positive
OTU-13312	262282	Faecalibacterium sp.	ERS537229_8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A	d__Bacteria;p__18;c__124;o__753;f__1494;g__6284;s__13312	289	6	Yes	No	Yes	Yes	gram-positive
OTU-04177	262332	Collinsella sp.	742722.3	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04177	2	1	Yes	No	Yes	Yes	gram-positive
OTU-11441	255033	UBA10281 HGM11441	SRS1596872_78	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281	d__Bacteria;p__18;c__124;o__741;f__1452;g__6010;s__11441	9	0	Yes	Yes	No	Yes	gram-positive
OTU-13140	257939	Oscillospiraceae sp.	ERS608589_73	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp6	d__Bacteria;p__18;c__124;o__750;f__1483;g__6179;s__13140	5	1	Yes	No	No	Yes	gram-positive
OTU-23702	257299	Akkermansia sp.	ERS608589_75	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp1	d__Bacteria;p__20;c__094;o__537;f__1029;g__3837;s__23702	24	3	Yes	No	Yes	Yes	gram-negative
OTU-16778	220571	RF32 HGM16778	ERS396295_17	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	d__Bacteria;p__08;c__076;o__392;f__0757;g__2589;s__16778	2	0	Yes	Yes	No	Yes	gram-negative
OTU-12648	259767	Agathobaculum butyriciproducens	ERS608507_35	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus sp1	d__Bacteria;p__18;c__124;o__750;f__1484;g__6190;s__12648	184	5	Yes	No	Yes	Yes	gram-positive
OTU-11790	260166	Lachnospirales HGM11790	ERS537297_5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274	d__Bacteria;p__18;c__124;o__761;f__1524;g__6702;s__11790	48	0	Yes	Yes	No	Yes	gram-positive
OTU-12731	248213	DTU089 HGM12731	ERS608606_84	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	d__Bacteria;p__18;c__124;o__751;f__1490;g__6259;s__12731	212	0	Yes	Yes	No	Yes	gram-positive
OTU-11586	241084	Christensenellales HGM11586	SRS1596785_60	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	d__Bacteria;p__18;c__124;o__747;f__1467;g__6075;s__11586	35	0	Yes	Yes	No	Yes	gram-positive
OTU-10125	271702	Lactobacillus animalis	2657245445	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B animalis	d__Bacteria;p__01;c__014;o__053;f__0107;g__0459;s__10125	2	5	Yes	No	Yes	Yes	gram-positive
OTU-13212	238763	Ruminococcaceae HGM13212	SRS148721_101	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	d__Bacteria;p__18;c__124;o__751;f__1496;g__6303;s__13212	2	0	Yes	Yes	No	Yes	gram-positive
OTU-20543	261352	Morganella morganii	2540341130	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella;s__Morganella morganii	d__Bacteria;p__08;c__064;o__363;f__0707;g__2445;s__20543	3	30	Yes	No	Yes	Yes	gram-negative
OTU-12728	231481	UBA1206 sp.	SRS011134_28	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__	d__Bacteria;p__18;c__124;o__755;f__1500;g__6360;s__12728	12	1	Yes	No	No	Yes	gram-positive
OTU-01695	259948	Actinomyces sp.	1739358.3	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_C	d__Bacteria;p__23;c__114;o__654;f__1270;g__5249;s__01695	2	3	Yes	No	Yes	Yes	gram-positive
OTU-20445	258312	Escherichia sp.	1951714.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_A	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20445	1	11	Yes	No	No	Yes	gram-negative
OTU-16774	277033	RF32 HGM16774	ERS396399_37	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20	d__Bacteria;p__08;c__076;o__392;f__0757;g__2588;s__16774	1	0	Yes	Yes	No	Yes	gram-negative
OTU-10902	235542	RFN20 sp.	SRS104400_28	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__	d__Bacteria;p__01;c__014;o__044;f__0075;g__0253;s__10902	3	1	Yes	No	No	Yes	gram-positive
OTU-13768	262262	Peptoniphilus sp.	1739525.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__	d__Bacteria;p__18;c__124;o__765;f__1533;g__6733;s__13768	2	1	Yes	No	Yes	Yes	gram-positive
OTU-04179	263637	Collinsella HGM04179	SRS140492_5	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04179	1	0	Yes	Yes	No	Yes	gram-positive
OTU-10318	234743	Weissella viridescens	1629.5	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella viridescens	d__Bacteria;p__01;c__014;o__053;f__0108;g__0466;s__10318	1	3	Yes	No	Yes	Yes	gram-positive
OTU-10303	230995	Pediococcus pentosaceus	1408206.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus	d__Bacteria;p__01;c__014;o__053;f__0107;g__0473;s__10303	1	14	Yes	No	Yes	Yes	gram-positive
OTU-13134	257279	Oscillospiraceae HGM13134	SRS1170743_38	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02	d__Bacteria;p__18;c__124;o__750;f__1483;g__6179;s__13134	9	0	Yes	Yes	No	Yes	gram-positive
OTU-05007	261058	Prevotella sp.	SRS477428_76	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	d__Bacteria;p__21;c__101;o__592;f__1144;g__4367;s__05007	69	1	Yes	No	No	Yes	gram-negative
OTU-04093	251204	Libanicoccus HGM04093	SRS1596851_66	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Libanicoccus	d__Bacteria;p__23;c__115;o__659;f__1278;g__5349;s__04093	28	0	Yes	Yes	No	Yes	gram-positive
OTU-10600	261331	Streptococcus thermophilus	1051074.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	d__Bacteria;p__01;c__014;o__053;f__0110;g__0497;s__10600	88	48	Yes	No	Yes	Yes	gram-positive
OTU-11989	270073	Blautia HGM11989	SRS294942_17	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	d__Bacteria;p__18;c__124;o__762;f__1517;g__6655;s__11989	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12535	260840	Ruminococcus gnavus	1073375.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus	d__Bacteria;p__18;c__124;o__762;f__1517;g__6652;s__12535	259	10	Yes	No	Yes	Yes	gram-positive
OTU-23193	272564	Treponema HGM23193	SRS476289_69	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D	d__Bacteria;p__00;c__002;o__012;f__0015;g__0062;s__23193	1	0	Yes	Yes	No	Yes	gram-negative
OTU-12733	267770	DTU089 HGM12733	SRS142599_36	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	d__Bacteria;p__18;c__124;o__751;f__1490;g__6248;s__12733	6	0	Yes	Yes	No	Yes	gram-positive
OTU-13052	261520	Oscillospiraceae HGM13052	ERS537387_7	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	d__Bacteria;p__18;c__124;o__750;f__1482;g__6167;s__13052	35	0	Yes	Yes	No	Yes	gram-positive
OTU-10772	220699	RF39 HGM10772	SRS476120_52	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000	d__Bacteria;p__01;c__014;o__047;f__0083;g__0304;s__10772	4	0	Yes	Yes	No	Yes	gram-positive
OTU-05662	249877	RC9 HGM05662	SRS475931_114	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__RC9	d__Bacteria;p__21;c__101;o__594;f__1151;g__4530;s__05662	9	0	Yes	Yes	No	Yes	gram-negative
OTU-12195	268133	Clostridium HGM12195	SRS311497_16	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12195	1	0	Yes	Yes	No	Yes	gram-positive
OTU-04332	261199	Adlercreutzia HGM04332	ERS396511_36	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia	d__Bacteria;p__23;c__115;o__659;f__1277;g__5367;s__04332	74	0	Yes	Yes	No	Yes	gram-positive
OTU-23549	220975	Opitutales HGM23549	SRS476274_106	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312	d__Bacteria;p__20;c__093;o__528;f__1006;g__3751;s__23549	3	0	Yes	Yes	No	Yes	gram-negative
OTU-13215	235472	Ruminococcaceae HGM13215	SRS476166_2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	d__Bacteria;p__18;c__124;o__751;f__1496;g__6301;s__13215	9	0	Yes	Yes	No	Yes	gram-positive
OTU-05248	277104	Homeothermaceae HGM05248	SRS475647_77	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-485	d__Bacteria;p__21;c__101;o__592;f__1147;g__4443;s__05248	1	0	Yes	Yes	No	Yes	gram-negative
OTU-12858	277113	DTU089 HGM12858	SRS475647_9	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251	d__Bacteria;p__18;c__124;o__751;f__1488;g__6211;s__12858	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12939	256075	Ruminococcus sp.	ERS537269_16	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E sp1	d__Bacteria;p__18;c__124;o__751;f__1490;g__6254;s__12939	303	1	Yes	No	No	Yes	gram-positive
OTU-09805	218613	Erysipelatoclostridium HGM09805	ERS608477_44	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	d__Bacteria;p__01;c__014;o__045;f__0076;g__0257;s__09805	5	0	Yes	Yes	No	Yes	gram-positive
OTU-19488	252364	Sutterella HGM19488	ERS473251_31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella	d__Bacteria;p__08;c__064;o__329;f__0616;g__1860;s__19488	6	0	Yes	Yes	No	Yes	gram-negative
OTU-16763	235432	RF32 HGM16763	SRS476280_65	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239	d__Bacteria;p__08;c__076;o__392;f__0757;g__2593;s__16763	14	0	Yes	Yes	No	Yes	gram-negative
OTU-12566	254356	Clostridium nexile	1263069.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella nexilis	d__Bacteria;p__18;c__124;o__762;f__1517;g__6653;s__12566	57	3	Yes	No	Yes	Yes	gram-positive
OTU-13314	250319	Ruminococcaceae HGM13314	SRS476098_23	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Firm-03	d__Bacteria;p__18;c__124;o__751;f__1498;g__6309;s__13314	9	0	Yes	Yes	No	Yes	gram-positive
OTU-23550	241318	Opitutales HGM23550	SRS020394_33	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312	d__Bacteria;p__20;c__093;o__528;f__1006;g__3749;s__23550	9	0	Yes	Yes	No	Yes	gram-negative
OTU-05254	211388	Homeothermaceae sp.	1262927.3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-485;s__	d__Bacteria;p__21;c__101;o__592;f__1147;g__4437;s__05254	7	2	Yes	No	No	Yes	gram-negative
OTU-05531	258355	Alistipes HGM05531	ERS396504_24	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	d__Bacteria;p__21;c__101;o__591;f__1149;g__4500;s__05531	17	0	Yes	Yes	No	Yes	gram-negative
OTU-10836	272630	RF39 HGM10836	SRS820617_35	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611	d__Bacteria;p__01;c__014;o__047;f__0087;g__0348;s__10836	1	0	Yes	Yes	No	Yes	gram-positive
OTU-10801	218500	RF39 HGM10801	ERS396312_50	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-776	d__Bacteria;p__01;c__014;o__047;f__0084;g__0316;s__10801	3	0	Yes	Yes	No	Yes	gram-positive
OTU-10895	253185	RFN20 sp.	SRS475631_55	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__	d__Bacteria;p__01;c__013;o__042;f__0072;g__0245;s__10895	93	1	Yes	No	No	Yes	gram-positive
OTU-12114	233547	Lachnospiraceae HGM12114	ERS608501_23	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-37	d__Bacteria;p__18;c__124;o__762;f__1517;g__6660;s__12114	2	0	Yes	Yes	No	Yes	gram-positive
OTU-10905	246496	RFN20 HGM10905	SRS1596857_29	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826	d__Bacteria;p__01;c__013;o__038;f__0066;g__0221;s__10905	4	0	Yes	Yes	No	Yes	gram-positive
OTU-22914	268221	Stenotrophomonas HGM22914	SRS1735475_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	d__Bacteria;p__08;c__064;o__341;f__0635;g__2002;s__22914	1	0	Yes	Yes	No	Yes	gram-negative
OTU-04965	250491	Prevotella HGM04965	SRS295013_7	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	d__Bacteria;p__21;c__101;o__592;f__1144;g__4373;s__04965	5	0	Yes	Yes	No	Yes	gram-negative
OTU-13390	252453	Ruminococcus callidus	SRS1596857_138	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	d__Bacteria;p__18;c__124;o__751;f__1498;g__6317;s__13390	137	1	Yes	No	Yes	Yes	gram-positive
OTU-12015	272656	Blautia HGM12015	SRS1596800_141	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	d__Bacteria;p__18;c__124;o__762;f__1517;g__6656;s__12015	1	0	Yes	Yes	No	Yes	gram-positive
OTU-20397	261794	Enterobacter cloacae	550.150	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20397	1	59	Yes	No	Yes	Yes	gram-negative
OTU-05707	259434	Parabacteroides gordonii	1203610.3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides gordonii	d__Bacteria;p__21;c__101;o__592;f__1142;g__4421;s__05707	3	4	Yes	No	Yes	Yes	gram-negative
OTU-04184	262345	Collinsella HGM04184	ERS396436_16	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04184	3	0	Yes	Yes	No	Yes	gram-positive
OTU-05709	258846	Parabacteroides merdae	46503.4	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	d__Bacteria;p__21;c__101;o__592;f__1142;g__4421;s__05709	305	6	Yes	No	Yes	Yes	gram-negative
OTU-11952	253857	Agathobacter HGM11952	ERS608524_41	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	d__Bacteria;p__18;c__124;o__762;f__1517;g__6616;s__11952	11	0	Yes	Yes	No	Yes	gram-positive
OTU-04647	268587	Bacteroides HGM04647	SRS311530_1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	d__Bacteria;p__21;c__101;o__592;f__1142;g__4347;s__04647	1	0	Yes	Yes	No	Yes	gram-negative
OTU-20668	261953	Serratia marcescens	615.142	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_H	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20668	25	383	Yes	No	Yes	Yes	gram-negative
OTU-13002	272673	Oscillospiraceae HGM13002	ERS608592_48	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	d__Bacteria;p__18;c__124;o__750;f__1483;g__6178;s__13002	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12275	252505	Eisenbergiella sp.	SRS476023_14	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp1	d__Bacteria;p__18;c__124;o__762;f__1519;g__6564;s__12275	19	3	Yes	No	Yes	Yes	gram-positive
