species_id	species_alt_id	species_name	representative_genome	gtdb_taxonomy	operational_taxonomy	count_hgm	count_ref	gut_species	new_species	cultured_species	high_quality	signalp_type
OTU-04218	259932	Collinsella HGM04218	SRS1596795_24	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04218	3	0	Yes	Yes	No	Yes	gram-positive
OTU-23469	232594	UBA1784 HGM23469	SRS476167_30	d__Bacteria;p__Verrucomicrobia;c__Lentisphaeria;o__UBA1784	d__Bacteria;p__20;c__096;o__545;f__1045;g__3891;s__23469	40	0	Yes	Yes	No	Yes	gram-negative
OTU-12390	261684	Lachnospira HGM12390	ERS537393_77	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	d__Bacteria;p__18;c__124;o__762;f__1517;g__6491;s__12390	28	0	Yes	Yes	No	Yes	gram-positive
OTU-05232	280155	Homeothermaceae HGM05232	SRS011405_7	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-279	d__Bacteria;p__21;c__101;o__592;f__1147;g__4466;s__05232	1	0	Yes	Yes	No	Yes	gram-negative
OTU-11996	250142	Blautia producta	2740892380	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta_A	d__Bacteria;p__18;c__124;o__762;f__1517;g__6655;s__11996	6	3	Yes	No	Yes	Yes	gram-positive
OTU-14028	221512	Phascolarctobacterium HGM14028	ERS537277_52	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	d__Bacteria;p__18;c__123;o__722;f__1408;g__5750;s__14028	3	0	Yes	Yes	No	Yes	gram-positive
OTU-04859	259624	Prevotella sp.	1947233.3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	d__Bacteria;p__21;c__101;o__592;f__1144;g__4373;s__04859	3	1	Yes	No	No	Yes	gram-negative
OTU-19500	248435	Sutterella HGM19500	SRS476187_20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella	d__Bacteria;p__08;c__064;o__329;f__0616;g__1861;s__19500	22	0	Yes	Yes	No	Yes	gram-negative
OTU-12490	262199	Ruminococcus sp.	ERS608530_15	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	d__Bacteria;p__18;c__124;o__762;f__1517;g__6661;s__12490	27	2	Yes	No	Yes	Yes	gram-positive
OTU-11837	211759	Lachnospiraceae HGM11837	ERS608488_46	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	d__Bacteria;p__18;c__124;o__762;f__1517;g__6492;s__11837	6	0	Yes	Yes	No	Yes	gram-positive
OTU-04219	262051	Collinsella HGM04219	SRS476108_10	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04219	63	0	Yes	Yes	No	Yes	gram-positive
OTU-09858	246538	Eubacterium sp.	SRS001031_14	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eubacterium_D;s__	d__Bacteria;p__01;c__014;o__046;f__0082;g__0300;s__09858	5	1	Yes	No	Yes	Yes	gram-positive
OTU-04220	261648	Collinsella HGM04220	ERS473248_4	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04220	3	0	Yes	Yes	No	Yes	gram-positive
OTU-14168	264781	F0422 HGM14168	SRS001031_10	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422	d__Bacteria;p__18;c__123;o__722;f__1409;g__5754;s__14168	2	0	Yes	Yes	No	Yes	gram-positive
OTU-13255	243352	Ruminococcaceae sp.	SRS476098_112	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	d__Bacteria;p__18;c__124;o__751;f__1497;g__6305;s__13255	12	1	Yes	No	No	Yes	gram-positive
OTU-04222	268129	Collinsella HGM04222	ERS396462_1	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04222	1	0	Yes	Yes	No	Yes	gram-positive
OTU-13074	260442	Oscillospiraceae sp.	ERS608493_46	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170	d__Bacteria;p__18;c__124;o__750;f__1482;g__6165;s__13074	33	2	Yes	No	No	Yes	gram-positive
OTU-10856	250523	RF39 sp.	1262708.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-988;s__	d__Bacteria;p__01;c__014;o__047;f__0087;g__0359;s__10856	7	1	Yes	No	No	Yes	gram-positive
OTU-13568	258582	Romboutsia sp.	ERS608581_67	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis	d__Bacteria;p__18;c__124;o__767;f__1539;g__6779;s__13568	31	1	Yes	No	Yes	Yes	gram-positive
OTU-13273	254014	Faecalibacterium HGM13273	SRS820610_6	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	d__Bacteria;p__18;c__124;o__753;f__1494;g__6284;s__13273	4	0	Yes	Yes	No	Yes	gram-positive
OTU-12198	264798	Clostridium HGM12198	ERS631826_56	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12198	1	0	Yes	Yes	No	Yes	gram-positive
OTU-10284	219858	Leuconostoc citreum	349519.10	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum	d__Bacteria;p__01;c__014;o__053;f__0108;g__0467;s__10284	42	10	Yes	No	Yes	Yes	gram-positive
OTU-05576	259727	Alistipes finegoldii	SRS098717_4	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	d__Bacteria;p__21;c__101;o__591;f__1149;g__4500;s__05576	408	8	Yes	No	Yes	Yes	gram-negative
OTU-05667	251624	RC9 sp.	ERS537214_98	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__RC9;s__	d__Bacteria;p__21;c__101;o__594;f__1151;g__4522;s__05667	34	1	Yes	No	No	Yes	gram-negative
OTU-10760	276044	Ureaplasma parvum	273119.6	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Ureaplasmataceae;g__Ureaplasma;s__Ureaplasma parvum	d__Bacteria;p__01;c__010;o__030;f__0047;g__0135;s__10760	2	11	Yes	No	Yes	Yes	gram-positive
OTU-04224	262085	Collinsella HGM04224	SRS1170780_21	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04224	7	0	Yes	Yes	No	Yes	gram-positive
OTU-04225	267924	Collinsella HGM04225	SRS014979_53	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04225	2	0	Yes	Yes	No	Yes	gram-positive
OTU-12817	273762	DTU089 HGM12817	SRS014979_50	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	d__Bacteria;p__18;c__124;o__751;f__1493;g__6276;s__12817	1	0	Yes	Yes	No	Yes	gram-positive
OTU-05233	252427	Homeothermaceae sp.	ERS631829_9	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-279;s__CAG-279 sp1	d__Bacteria;p__21;c__101;o__592;f__1147;g__4471;s__05233	268	3	Yes	No	No	Yes	gram-negative
OTU-05084	264819	Barnesiellaceae HGM05084	ERS396385_74	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	d__Bacteria;p__21;c__101;o__592;f__1142;g__4473;s__05084	1	0	Yes	Yes	No	Yes	gram-negative
OTU-05062	255872	Prevotella sp.	1262931.3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp17	d__Bacteria;p__21;c__101;o__592;f__1144;g__4383;s__05062	34	8	Yes	No	Yes	Yes	gram-negative
OTU-13077	256101	Oscillospiraceae sp.	1263006.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	d__Bacteria;p__18;c__124;o__750;f__1482;g__6165;s__13077	17	1	Yes	No	No	Yes	gram-positive
OTU-05077	245255	Prevotellamassilia HGM05077	SRS476274_119	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia	d__Bacteria;p__21;c__101;o__592;f__1142;g__4400;s__05077	11	0	Yes	Yes	No	Yes	gram-negative
OTU-12818	269258	DTU089 HGM12818	SRS053356_54	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	d__Bacteria;p__18;c__124;o__751;f__1493;g__6275;s__12818	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12838	260534	DTU089 sp.	ERS537252_4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177;s__CAG-177 sp1	d__Bacteria;p__18;c__124;o__751;f__1489;g__6224;s__12838	313	1	Yes	No	No	Yes	gram-positive
OTU-13263	258302	Ruminococcaceae sp.	SRS011134_58	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__	d__Bacteria;p__18;c__124;o__751;f__1498;g__6315;s__13263	108	2	Yes	No	Yes	Yes	gram-positive
OTU-12138	228285	Lachnospiraceae sp.	ERS537327_51	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__	d__Bacteria;p__18;c__124;o__762;f__1518;g__6540;s__12138	24	1	Yes	No	No	Yes	gram-positive
OTU-08937	261086	Campylobacter concisus	1242967.3	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A	d__Bacteria;p__10;c__055;o__264;f__0507;g__1497;s__08937	1	1	Yes	No	Yes	Yes	gram-negative
OTU-13040	259853	Oscillospiraceae sp.	ERS537358_50	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp1	d__Bacteria;p__18;c__124;o__750;f__1483;g__6185;s__13040	141	1	Yes	No	No	Yes	gram-positive
OTU-13041	259489	Oscillospiraceae HGM13041	SRS476014_87	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	d__Bacteria;p__18;c__124;o__750;f__1482;g__6167;s__13041	28	0	Yes	Yes	No	Yes	gram-positive
OTU-05319	261512	Butyricimonas virosa	544645.3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	d__Bacteria;p__21;c__101;o__591;f__1148;g__4483;s__05319	56	3	Yes	No	Yes	Yes	gram-negative
OTU-05083	217011	Barnesiellaceae HGM05083	SRS098827_3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	d__Bacteria;p__21;c__101;o__592;f__1142;g__4473;s__05083	9	0	Yes	Yes	No	Yes	gram-negative
OTU-13405	258191	Ruminococcus sp.	ERS537378_28	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__	d__Bacteria;p__18;c__124;o__751;f__1498;g__6337;s__13405	43	1	Yes	No	No	Yes	gram-positive
OTU-11918	255221	Lachnospiraceae HGM11918	ERS537392_14	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	d__Bacteria;p__18;c__124;o__762;f__1517;g__6686;s__11918	9	0	Yes	Yes	No	Yes	gram-positive
OTU-13036	244320	Oscillospiraceae HGM13036	ERS396508_98	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	d__Bacteria;p__18;c__124;o__750;f__1483;g__6178;s__13036	12	0	Yes	Yes	No	Yes	gram-positive
OTU-13148	257410	Flavonifractor plautii	SRS311548_12	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	d__Bacteria;p__18;c__124;o__750;f__1481;g__6159;s__13148	150	14	Yes	No	Yes	Yes	gram-positive
OTU-20658	261623	Salmonella enterica	57743.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20658	1	8015	Yes	No	Yes	Yes	gram-negative
OTU-23449	243664	UBA8416 HGM23449	SRS1596811_92	d__Bacteria;p__Verrucomicrobia;c__Kiritimatiellae;o__UBA8416	d__Bacteria;p__20;c__095;o__539;f__1037;g__3872;s__23449	27	0	Yes	Yes	No	Yes	gram-negative
OTU-19323	262049	Parasutterella excrementihominis	469610.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	d__Bacteria;p__08;c__064;o__329;f__0616;g__1857;s__19323	169	7	Yes	No	Yes	Yes	gram-negative
OTU-04636	264903	Bacteroides HGM04636	SRS1719097_1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	d__Bacteria;p__21;c__101;o__592;f__1142;g__4347;s__04636	2	0	Yes	Yes	No	Yes	gram-negative
OTU-11546	230907	Christensenellales HGM11546	ERS608594_69	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138	d__Bacteria;p__18;c__124;o__746;f__1468;g__6099;s__11546	4	0	Yes	Yes	No	Yes	gram-positive
OTU-04269	269348	Collinsella HGM04269	ERS396530_26	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04269	1	0	Yes	Yes	No	Yes	gram-positive
OTU-04054	256686	Coriobacteriia HGM04054	ERS608534_23	d__Bacteria;p__Actinobacteria;c__Coriobacteriia	d__Bacteria;p__23;c__115;o__659;f__1277;g__5335;s__04054	25	0	Yes	Yes	No	Yes	gram-positive
OTU-12503	278373	Ruminococcus HGM12503	SRS1735617_3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	d__Bacteria;p__18;c__124;o__762;f__1517;g__6652;s__12503	1	0	Yes	Yes	No	Yes	gram-positive
OTU-05567	264914	Alistipes HGM05567	SRS476346_46	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	d__Bacteria;p__21;c__101;o__591;f__1149;g__4504;s__05567	1	0	Yes	Yes	No	Yes	gram-negative
OTU-14307	237594	Fusobacterium sp.	134605.3	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium gonidiaformans	d__Bacteria;p__01;c__006;o__022;f__0037;g__0113;s__14307	1	5	Yes	No	Yes	Yes	gram-negative
OTU-23205	269360	Treponema HGM23205	SRS476047_26	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D	d__Bacteria;p__00;c__002;o__012;f__0015;g__0051;s__23205	1	0	Yes	Yes	No	Yes	gram-negative
OTU-04110	243649	Olsenella HGM04110	SRS476104_92	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_C	d__Bacteria;p__23;c__115;o__659;f__1278;g__5340;s__04110	8	0	Yes	Yes	No	Yes	gram-positive
OTU-05318	257489	Butyricimonas synergistica	ERS473240_3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas synergistica_A	d__Bacteria;p__21;c__101;o__591;f__1148;g__4483;s__05318	42	1	Yes	No	No	Yes	gram-negative
OTU-12237	256344	Coprococcus sp.	ERS473334_40	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp1	d__Bacteria;p__18;c__124;o__762;f__1518;g__6539;s__12237	54	1	Yes	No	Yes	Yes	gram-positive
OTU-05160	264932	F082 HGM05160	SRS820580_38	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082	d__Bacteria;p__21;c__101;o__595;f__1159;g__4595;s__05160	1	0	Yes	Yes	No	Yes	gram-negative
OTU-20358	259078	Citrobacter freundii	546.242	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20358	6	3	Yes	No	Yes	Yes	gram-negative
OTU-05065	260910	Prevotella stercorea	SRS475682_73	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	d__Bacteria;p__21;c__101;o__592;f__1144;g__4366;s__05065	101	2	Yes	No	Yes	Yes	gram-negative
OTU-12020	278405	Blautia HGM12020	ERS473200_25	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	d__Bacteria;p__18;c__124;o__762;f__1517;g__6656;s__12020	1	0	Yes	Yes	No	Yes	gram-positive
OTU-05102	255990	Coprobacter sp.	1572646.3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter secundus	d__Bacteria;p__21;c__101;o__592;f__1142;g__4472;s__05102	2	3	Yes	No	Yes	Yes	gram-negative
OTU-13342	259506	Ruminiclostridium HGM13342	ERS608481_48	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	d__Bacteria;p__18;c__124;o__751;f__1497;g__6307;s__13342	18	0	Yes	Yes	No	Yes	gram-positive
OTU-12534	249975	Clostridium glycyrrhizinilyticum	658655.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B glycyrrhizinilyticum	d__Bacteria;p__18;c__124;o__762;f__1517;g__6652;s__12534	9	4	Yes	No	Yes	Yes	gram-positive
OTU-12191	218531	Clostridium HGM12191	ERS473419_27	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12191	27	0	Yes	Yes	No	Yes	gram-positive
OTU-10735	264960	Ureaplasmataceae HGM10735	SRS820613_42	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Ureaplasmataceae	d__Bacteria;p__01;c__010;o__030;f__0046;g__0132;s__10735	1	0	Yes	Yes	No	Yes	gram-positive
OTU-14164	253232	Megasphaera sp.	SRS476189_67	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp2	d__Bacteria;p__18;c__123;o__722;f__1409;g__5752;s__14164	150	2	Yes	No	Yes	Yes	gram-positive
OTU-10820	256402	RF39 sp.	1262846.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-914;s__	d__Bacteria;p__01;c__014;o__047;f__0086;g__0345;s__10820	13	1	Yes	No	No	Yes	gram-positive
OTU-20359	231146	Citrobacter braakii	1169350.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20359	7	23	Yes	No	Yes	Yes	gram-negative
OTU-04271	264971	Collinsella HGM04271	ERS235626_26	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04271	1	0	Yes	Yes	No	Yes	gram-positive
OTU-11972	250983	Anaerostipes sp.	2025494.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	d__Bacteria;p__18;c__124;o__762;f__1518;g__6525;s__11972	7	2	Yes	No	Yes	Yes	gram-positive
OTU-11978	249312	Anaerostipes hadrus	649756.4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp1	d__Bacteria;p__18;c__124;o__762;f__1518;g__6525;s__11978	36	2	Yes	No	Yes	Yes	gram-positive
OTU-13485	257979	Anaerovoracaceae sp.	ERS396406_7	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__	d__Bacteria;p__18;c__124;o__769;f__1547;g__6834;s__13485	26	1	Yes	No	No	Yes	gram-positive
OTU-04273	262025	Collinsella HGM04273	ERS473055_11	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04273	3	0	Yes	Yes	No	Yes	gram-positive
OTU-12642	259047	Butyricicoccus HGM12642	SRS294889_28	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	d__Bacteria;p__18;c__124;o__750;f__1484;g__6190;s__12642	21	0	Yes	Yes	No	Yes	gram-positive
OTU-05434	261457	Paludibacteraceae HGM05434	SRS476098_63	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae	d__Bacteria;p__21;c__101;o__592;f__1141;g__4326;s__05434	8	0	Yes	Yes	No	Yes	gram-negative
OTU-12433	262291	Oribacterium HGM12433	SRS476098_69	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	d__Bacteria;p__18;c__124;o__762;f__1522;g__6677;s__12433	47	0	Yes	Yes	No	Yes	gram-positive
OTU-12694	208750	Oscillospirales HGM12694	SRS015782_64	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724	d__Bacteria;p__18;c__124;o__755;f__1502;g__6411;s__12694	9	0	Yes	Yes	No	Yes	gram-positive
OTU-12124	257097	Lachnospiraceae sp.	ERS235538_57	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp1	d__Bacteria;p__18;c__124;o__762;f__1519;g__6574;s__12124	34	1	Yes	No	No	Yes	gram-positive
OTU-12877	251659	DTU089 sp.	ERS537304_27	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251;s__CAG-251 sp3	d__Bacteria;p__18;c__124;o__751;f__1488;g__6211;s__12877	296	3	Yes	No	No	Yes	gram-positive
OTU-11655	236488	Clostridium tertium	457396.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria;p__18;c__124;o__736;f__1442;g__5955;s__11655	4	3	Yes	No	Yes	Yes	gram-positive
OTU-04274	274005	Collinsella HGM04274	ERS537204_5	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04274	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12236	261125	Coprococcus eutactus	33043.5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	d__Bacteria;p__18;c__124;o__762;f__1518;g__6539;s__12236	271	7	Yes	No	Yes	Yes	gram-positive
OTU-04724	262105	Bacteroides thetaiotaomicron	2654588179	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	d__Bacteria;p__21;c__101;o__592;f__1142;g__4347;s__04724	143	25	Yes	No	Yes	Yes	gram-negative
OTU-08974	265032	Helicobacteraceae HGM08974	SRS373127_6	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae	d__Bacteria;p__10;c__055;o__265;f__0511;g__1538;s__08974	1	0	Yes	Yes	No	Yes	gram-negative
OTU-10124	260297	Lactobacillus agilis	1423718.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B agilis	d__Bacteria;p__01;c__014;o__053;f__0107;g__0460;s__10124	2	17	Yes	No	Yes	Yes	gram-positive
OTU-14192	227622	Veillonella sp.	ERS396438_64	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__	d__Bacteria;p__18;c__123;o__722;f__1409;g__5755;s__14192	4	1	Yes	No	No	Yes	gram-positive
OTU-04315	264338	Collinsella HGM04315	ERS473243_1	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04315	3	0	Yes	Yes	No	Yes	gram-positive
OTU-04276	269502	Collinsella HGM04276	SRS1170843_12	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04276	1	0	Yes	Yes	No	Yes	gram-positive
OTU-13118	249969	D16 sp.	SRS1596798_81	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__D16;s__	d__Bacteria;p__18;c__124;o__750;f__1481;g__6160;s__13118	17	1	Yes	No	Yes	Yes	gram-positive
